Accession ID,Cluster,Sequence Length,NCBI ID,Protein Name,Taxonomy ID,Scientific Name,Kingdom
RLG58114,Archaeal Alba,89,gb|RLG58114.1|,DNA-binding protein Alba [Candidatus Hydrothermarchaeota archaeon],2250275,Candidatus Hydrothermarchaeota archaeon,Archaea
RLG61274,Archaeal Alba,93,gb|RLG61274.1|,DNA-binding protein Alba [Candidatus Geothermarchaeota archaeon],2250273,Candidatus Geothermarchaeota archaeon,Archaea
RLG62251,Archaeal Alba,97,gb|RLG62251.1|,hypothetical protein DRN87_00200 [Candidatus Geothermarchaeota archaeon],2250273,Candidatus Geothermarchaeota archaeon,Archaea
RLG64934,Archaeal Alba,96,gb|RLG64934.1|,DNA-binding protein Alba [archaeon],1906665,archaeon,Archaea
RLG65579,Archaeal Alba,94,gb|RLG65579.1|,DNA-binding protein Alba [archaeon],1906665,archaeon,Archaea
RLG67482,Archaeal Alba,100,gb|RLG67482.1|,DNA-binding protein Alba [archaeon],1906665,archaeon,Archaea
RLG69922,Archaeal Alba,77,gb|RLG69922.1|,DNA-binding protein Alba [Candidatus Diapherotrites archaeon],2026736,Candidatus Diapherotrites archaeon,Archaea
RLG71484,Archaeal Alba,90,gb|RLG71484.1|,DNA-binding protein Alba [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
RLG73188,Archaeal Alba,87,gb|RLG73188.1|,DNA-binding protein Alba [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
RLG77752,Archaeal Alba,94,gb|RLG77752.1|,hypothetical protein DRO12_01355 [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG77942,Archaeal Alba,95,gb|RLG77942.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG78427,Archaeal Alba,88,gb|RLG78427.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
HDN02156,Archaeal Alba,88,tpg|HDN02156.1|,DNA-binding protein [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
RLG78617,Archaeal Alba,87,gb|RLG78617.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG79147,Archaeal Alba,99,gb|RLG79147.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
HDJ51234,Archaeal Alba,99,tpg|HDJ51234.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG81607,Archaeal Alba,89,gb|RLG81607.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG82434,Archaeal Alba,87,gb|RLG82434.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
OYT49841,Archaeal Alba,87,gb|OYT49841.1|,DNA-binding protein [Desulfurococcales archaeon ex4484_204],2012517,Desulfurococcales archaeon ex4484_204,Archaea
RLG83163,Archaeal Alba,97,gb|RLG83163.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG84120,Archaeal Alba,90,gb|RLG84120.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG83161,Archaeal Alba,90,gb|RLG83161.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG87131,Archaeal Alba,97,gb|RLG87131.1|,RNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG87350,Archaeal Alba,97,gb|RLG87350.1|,hypothetical protein DRO39_00665 [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG87389,Archaeal Alba,98,gb|RLG87389.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG87391,Archaeal Alba,97,gb|RLG87391.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG77944,Archaeal Alba,97,gb|RLG77944.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG89364,Archaeal Alba,99,gb|RLG89364.1|,DNA-binding protein Alba [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG89368,Archaeal Alba,87,gb|RLG89368.1|,DNA-binding protein [Thermoprotei archaeon],2250277,Thermoprotei archaeon,Archaea
RLG90679,Archaeal Alba,97,gb|RLG90679.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
RLG91809,Archaeal Alba,95,gb|RLG91809.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
RLG92442,Archaeal Alba,92,gb|RLG92442.1|,RNA-binding protein [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
WP_004032678,Archaeal Alba,92,ref|WP_004032678.1|,MULTISPECIES: DNA-binding protein Alba [Methanobrevibacter],2172,Methanobrevibacter,Archaea
WP_004075846,Archaeal Alba,90,ref|WP_004075846.1|,DNA-binding protein Alba [Methanoplanus limicola],2315,Methanoplanus limicola,Archaea
WP_007401748,Archaeal Alba,100,ref|WP_007401748.1|,DNA-binding protein [Candidatus Nitrosarchaeum limnium],1007084,Candidatus Nitrosarchaeum limnium,Archaea
EPA05262,Archaeal Alba,102,gb|EPA05262.1|,putative DNA-binding protein Alba [Candidatus Nitrosarchaeum limnium BG20],859192,Candidatus Nitrosarchaeum limnium BG20,Archaea
WP_008085422,Archaeal Alba,90,ref|WP_008085422.1|,DNA-binding protein Alba [Aciduliprofundum boonei],379547,Aciduliprofundum boonei,Archaea
WP_008298929,Archaeal Alba,219,ref|WP_008298929.1|,DNA-binding protein [Candidatus Nitrosopumilus salaria],1170320,Candidatus Nitrosopumilus salaria,Archaea
WP_009886655,Archaeal Alba,90,ref|WP_009886655.1|,MULTISPECIES: DNA-binding protein Alba [Ferroplasma],74968,Ferroplasma,Archaea
HIH60189,Archaeal Alba,90,tpg|HIH60189.1|,DNA-binding protein Alba [Ferroplasma sp.],2591003,Ferroplasma sp.,Archaea
EQB73943,Archaeal Alba,97,gb|EQB73943.1|,hypothetical protein AMDU4_FER2C00036G0007 [Ferroplasma sp. Type II],261388,Ferroplasma sp. Type II,Archaea
WP_010866616,Archaeal Alba,102,ref|WP_010866616.1|,DNA-binding protein Alba [Aeropyrum pernix],56636,Aeropyrum pernix,Archaea
WP_022541882,Archaeal Alba,102,ref|WP_022541882.1|,DNA-binding protein Alba [Aeropyrum camini],229980,Aeropyrum camini,Archaea
WP_131159938,Archaeal Alba,102,ref|WP_131159938.1|,DNA-binding protein Alba [Aeropyrum pernix],56636,Aeropyrum pernix,Archaea
WP_010901321,Archaeal Alba,89,ref|WP_010901321.1|,DNA-binding protein Alba [Thermoplasma acidophilum],2303,Thermoplasma acidophilum,Archaea
4Z9E_A,Archaeal Alba,97,pdb|4Z9E|A,"Chain A, DNA/RNA-binding protein Alba [Thermoplasma volcanium GSS1]",273116,Thermoplasma volcanium GSS1,Archaea
WP_010917316,Archaeal Alba,89,ref|WP_010917316.1|,DNA-binding protein Alba [Thermoplasma volcanium],50339,Thermoplasma volcanium,Archaea
WP_110641661,Archaeal Alba,89,ref|WP_110641661.1|,DNA-binding protein Alba [Thermoplasma sp. Kam2015],2094122,Thermoplasma sp. Kam2015,Archaea
WP_010979312,Archaeal Alba,90,ref|WP_010979312.1|,MULTISPECIES: DNA-binding protein [Sulfurisphaera],69655,Sulfurisphaera,Archaea
WP_168065276,Archaeal Alba,90,ref|WP_168065276.1|,DNA-binding protein [Sulfolobus sp. S-194],2512240,Sulfolobus sp. S-194,Archaea
MBB5252517,Archaeal Alba,88,gb|MBB5252517.1|,DNA-binding protein Alba [Sulfurisphaera ohwakuensis],69656,Sulfurisphaera ohwakuensis,Archaea
WP_011171557,Archaeal Alba,89,ref|WP_011171557.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_013999911,Archaeal Alba,89,ref|WP_013999911.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_104838086,Archaeal Alba,89,ref|WP_104838086.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_181487197,Archaeal Alba,89,ref|WP_181487197.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_181492599,Archaeal Alba,89,ref|WP_181492599.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_181492781,Archaeal Alba,89,ref|WP_181492781.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_181521222,Archaeal Alba,89,ref|WP_181521222.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_183546364,Archaeal Alba,89,ref|WP_183546364.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_011178001,Archaeal Alba,90,ref|WP_011178001.1|,MULTISPECIES: DNA-binding protein Alba [Picrophilus],46631,Picrophilus,Archaea
WP_011278158,Archaeal Alba,90,ref|WP_011278158.1|,DNA-binding protein [Sulfolobus acidocaldarius],2285,Sulfolobus acidocaldarius,Archaea
WP_011752206,Archaeal Alba,93,ref|WP_011752206.1|,DNA-binding protein Alba [Thermofilum pendens],2269,Thermofilum pendens,Archaea
WP_011752924,Archaeal Alba,95,ref|WP_011752924.1|,DNA/RNA-binding protein [Thermofilum pendens],2269,Thermofilum pendens,Archaea
WP_011822096,Archaeal Alba,98,ref|WP_011822096.1|,DNA-binding protein Alba [Hyperthermus butylicus],54248,Hyperthermus butylicus,Archaea
WP_055409887,Archaeal Alba,99,ref|WP_055409887.1|,DNA-binding protein Alba [Pyrodictium delaneyi],1273541,Pyrodictium delaneyi,Archaea
HIP66275,Archaeal Alba,101,tpg|HIP66275.1|,DNA-binding protein Alba [Pyrodictium sp.],1970082,Pyrodictium sp.,Archaea
NOZ88319,Archaeal Alba,100,gb|NOZ88319.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
WP_058370598,Archaeal Alba,99,ref|WP_058370598.1|,DNA-binding protein Alba [Pyrodictium occultum],2309,Pyrodictium occultum,Archaea
RUM48007,Archaeal Alba,98,gb|RUM48007.1|,DNA-binding protein Alba [Hyperthermus sp.],1970083,Hyperthermus sp.,Archaea
WP_011822143,Archaeal Alba,89,ref|WP_011822143.1|,DNA-binding protein [Hyperthermus butylicus],54248,Hyperthermus butylicus,Archaea
WP_011974033,Archaeal Alba,91,ref|WP_011974033.1|,DNA-binding protein Alba [Methanococcus aeolicus],42879,Methanococcus aeolicus,Archaea
WP_011977245,Archaeal Alba,89,ref|WP_011977245.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_011869537,Archaeal Alba,89,ref|WP_011869537.1|,DNA-binding protein Alba [Methanococcus maripaludis],39152,Methanococcus maripaludis,Archaea
WP_011998452,Archaeal Alba,87,ref|WP_011998452.1|,DNA/RNA-binding protein [Ignicoccus hospitalis],160233,Ignicoccus hospitalis,Archaea
WP_012035041,Archaeal Alba,96,ref|WP_012035041.1|,DNA-binding protein Alba [Methanocella arvoryzae],1175445,Methanocella arvoryzae,Archaea
OPY28998,Archaeal Alba,98,gb|OPY28998.1|,DNA/RNA-binding protein Alba 2 [Methanocella sp. PtaU1.Bin125],1811677,Methanocella sp. PtaU1.Bin125,Archaea
WP_012065756,Archaeal Alba,89,ref|WP_012065756.1|,DNA-binding protein Alba [Methanococcus vannielii],2187,Methanococcus vannielii,Archaea
WP_012215316,Archaeal Alba,104,ref|WP_012215316.1|,DNA-binding protein [Nitrosopumilus maritimus],338192,Nitrosopumilus maritimus,Archaea
WP_012350740,Archaeal Alba,92,ref|WP_012350740.1|,DNA-binding protein Alba [Pyrobaculum neutrophilum],70771,Pyrobaculum neutrophilum,Archaea
HDQ78377,Archaeal Alba,92,tpg|HDQ78377.1|,DNA-binding protein Alba [Pyrobaculum sp.],2004705,Pyrobaculum sp.,Archaea
KUO90804,Archaeal Alba,92,gb|KUO90804.1|,DNA-binding protein [Pyrobaculum sp. OCT_11],1714259,Pyrobaculum sp. OCT_11,Archaea
ABP51469,Archaeal Alba,108,gb|ABP51469.1|,nucleoid protein Alba [Pyrobaculum arsenaticum DSM 13514],340102,Pyrobaculum arsenaticum DSM 13514,Archaea
AKT35099,Archaeal Alba,92,gb|AKT35099.1|,nucleoid protein Alba [Pyrobaculum sp. WP30],1227555,Pyrobaculum sp. WP30,Archaea
KJR74241,Archaeal Alba,93,gb|KJR74241.1|,DNA-binding protein [Thermoproteus sp. AZ2],1609232,Thermoproteus sp. AZ2,Archaea
WP_014126661,Archaeal Alba,93,ref|WP_014126661.1|,DNA-binding protein Alba [Thermoproteus tenax],2271,Thermoproteus tenax,Archaea
WP_052886022,Archaeal Alba,93,ref|WP_052886022.1|,DNA-binding protein Alba [Thermoproteus uzoniensis],184117,Thermoproteus uzoniensis,Archaea
WP_081246475,Archaeal Alba,93,ref|WP_081246475.1|,DNA-binding protein Alba [Thermoproteus sp. CP80],1650659,Thermoproteus sp. CP80,Archaea
MBP1450016,Archaeal Alba,93,gb|MBP1450016.1|,DNA-binding protein Alba [Thermoproteus sp.],2268139,Thermoproteus sp.,Archaea
HHP69606,Archaeal Alba,92,tpg|HHP69606.1|,DNA-binding protein Alba [Pyrobaculum sp.],2004705,Pyrobaculum sp.,Archaea
WP_011008511,Archaeal Alba,92,ref|WP_011008511.1|,DNA-binding protein Alba [Pyrobaculum aerophilum],13773,Pyrobaculum aerophilum,Archaea
WP_011762609,Archaeal Alba,92,ref|WP_011762609.1|,DNA-binding protein Alba [Pyrobaculum islandicum],2277,Pyrobaculum islandicum,Archaea
WP_011849630,Archaeal Alba,92,ref|WP_011849630.1|,DNA-binding protein Alba [Pyrobaculum calidifontis],181486,Pyrobaculum calidifontis,Archaea
WP_014287738,Archaeal Alba,92,ref|WP_014287738.1|,DNA-binding protein Alba [Pyrobaculum ferrireducens],1104324,Pyrobaculum ferrireducens,Archaea
WP_014345807,Archaeal Alba,92,ref|WP_014345807.1|,DNA-binding protein Alba [Pyrobaculum arsenaticum],121277,Pyrobaculum arsenaticum,Archaea
AEA11991,Archaeal Alba,84,gb|AEA11991.1|,chromatin protein [Thermoproteus uzoniensis 768-20],999630,Thermoproteus uzoniensis 768-20,Archaea
WP_012939796,Archaeal Alba,92,ref|WP_012939796.1|,DNA-binding protein Alba [Archaeoglobus profundus],84156,Archaeoglobus profundus,Archaea
RLI80953,Archaeal Alba,92,gb|RLI80953.1|,DNA-binding protein Alba [Archaeoglobales archaeon],2250258,Archaeoglobales archaeon,Archaea
WP_012966211,Archaeal Alba,92,ref|WP_012966211.1|,DNA-binding protein Alba [Ferroglobus placidus],54261,Ferroglobus placidus,Archaea
WP_115878991,Archaeal Alba,483,ref|WP_115878991.1|,DNA (cytosine-5-)-methyltransferase [Haloferax sp. Atlit-12N],2077203,Haloferax sp. Atlit-12N,Archaea
WP_117354363,Archaeal Alba,103,ref|WP_117354363.1|,RNA-binding protein [Acidilobus sp. 7A],1577685,Acidilobus sp. 7A,Archaea
WP_117354925,Archaeal Alba,88,ref|WP_117354925.1|,ribonuclease P subunit p25 family protein [Acidilobus sp. 7A],1577685,Acidilobus sp. 7A,Archaea
WP_125672450,Archaeal Alba,93,ref|WP_125672450.1|,DNA-binding protein Alba [Candidatus Methanodesulfokores washburnensis],2478471,Candidatus Methanodesulfokores washburnensis,Archaea
WP_126449924,Archaeal Alba,98,ref|WP_126449924.1|,DNA-binding protein Alba [Sulfodiicoccus acidiphilus],1670455,Sulfodiicoccus acidiphilus,Archaea
WP_126451329,Archaeal Alba,106,ref|WP_126451329.1|,DNA-binding protein [Sulfodiicoccus acidiphilus],1670455,Sulfodiicoccus acidiphilus,Archaea
BBD72650,Archaeal Alba,107,dbj|BBD72650.1|,DNA-binding protein [Sulfodiicoccus acidiphilus],1670455,Sulfodiicoccus acidiphilus,Archaea
WP_141975953,Archaeal Alba,226,ref|WP_141975953.1|,DNA-binding protein [Candidatus Nitrosopumilus sp. SW],2508726,Candidatus Nitrosopumilus sp. SW,Archaea
AJZ76593,Archaeal Alba,77,gb|AJZ76593.1|,DNA-binding protein [Candidatus Nitrosotenuis cloacae],1603555,Candidatus Nitrosotenuis cloacae,Archaea
AKA48781,Archaeal Alba,89,gb|AKA48781.1|,DNA/RNA-binding protein albA [uncultured archaeon],115547,uncultured archaeon,Archaea
ALU11647,Archaeal Alba,96,gb|ALU11647.1|,DNA-binding protein [Ignicoccus islandicus DSM 13165],940295,Ignicoccus islandicus DSM 13165,Archaea
WP_075049647,Archaeal Alba,98,ref|WP_075049647.1|,DNA-binding protein Alba [Ignicoccus islandicus],54259,Ignicoccus islandicus,Archaea
WP_011998210,Archaeal Alba,97,ref|WP_011998210.1|,DNA-binding protein Alba [Ignicoccus hospitalis],160233,Ignicoccus hospitalis,Archaea
NPA85568,Archaeal Alba,98,gb|NPA85568.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
ANV79543,Archaeal Alba,130,gb|ANV79543.1|,hypothetical protein [uncultured Candidatus Thalassoarchaea euryarchaeote],1697135,uncultured Candidatus Thalassoarchaea euryarchaeote,Archaea
MAW93480,Archaeal Alba,133,gb|MAW93480.1|,hypothetical protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
ANV81226,Archaeal Alba,112,gb|ANV81226.1|,DNA/RNA binding protein Alba [uncultured Candidatus Thalassoarchaea euryarchaeote],1697135,uncultured Candidatus Thalassoarchaea euryarchaeote,Archaea
RJU83422,Archaeal Alba,112,gb|RJU83422.1|,RNA-binding protein [Candidatus Poseidoniales archaeon],2163009,Candidatus Poseidoniales archaeon,Archaea
MBL6890889,Archaeal Alba,107,gb|MBL6890889.1|,RNA-binding protein [Candidatus Poseidoniaceae archaeon],2666346,Candidatus Poseidoniaceae archaeon,Archaea
MBT3420227,Archaeal Alba,107,gb|MBT3420227.1|,RNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
MBT5735500,Archaeal Alba,107,gb|MBT5735500.1|,RNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
AOV95479,Archaeal Alba,77,gb|AOV95479.1|,RNA-binding protein [Nanohaloarchaea archaeon SG9],1737403,Nanohaloarchaea archaeon SG9,Archaea
CUR52611,Archaeal Alba,94,emb|CUR52611.1|,DNA/RNA-binding protein Alba [Candidatus Nitrosotalea devanaterra],1078905,Candidatus Nitrosotalea devanaterra,Archaea
TRZ78746,Archaeal Alba,94,gb|TRZ78746.1|,DNA-binding protein [Nitrosopumilales archaeon],2026768,Nitrosopumilales archaeon,Archaea
WP_101009361,Archaeal Alba,94,ref|WP_101009361.1|,DNA-binding protein [Candidatus Nitrosotalea sinensis],1499975,Candidatus Nitrosotalea sinensis,Archaea
WP_101477883,Archaeal Alba,94,ref|WP_101477883.1|,DNA-binding protein [Candidatus Nitrosotalea bavarica],1903277,Candidatus Nitrosotalea bavarica,Archaea
WP_157927716,Archaeal Alba,94,ref|WP_157927716.1|,MULTISPECIES: DNA-binding protein [Candidatus Nitrosotalea],1078904,Candidatus Nitrosotalea,Archaea
DAC09008,Archaeal Alba,72,tpg|DAC09008.1|,"TPA: hypothetical protein D7I09_06825, partial [Candidatus Poseidoniales archaeon]",2163009,Candidatus Poseidoniales archaeon,Archaea
DAC09009,Archaeal Alba,42,tpg|DAC09009.1|,"TPA: RNA-binding protein, partial [Candidatus Poseidoniales archaeon]",2163009,Candidatus Poseidoniales archaeon,Archaea
DAC20831,Archaeal Alba,108,tpg|DAC20831.1|,TPA: DNA-binding protein [Candidatus Poseidoniales archaeon],2163009,Candidatus Poseidoniales archaeon,Archaea
MAZ43419,Archaeal Alba,108,gb|MAZ43419.1|,DNA-binding protein [Euryarchaeota archaeon],2026739,Euryarchaeota archaeon,Archaea
HII21923,Archaeal Alba,107,tpg|HII21923.1|,DNA-binding protein [Candidatus Poseidoniaceae archaeon],2666346,Candidatus Poseidoniaceae archaeon,Archaea
DAC69002,Archaeal Alba,106,tpg|DAC69002.1|,TPA: RNA-binding protein [Candidatus Poseidoniales archaeon],2163009,Candidatus Poseidoniales archaeon,Archaea
DAC72939,Archaeal Alba,110,tpg|DAC72939.1|,TPA: DNA-binding protein Alba [Thermoplasmata archaeon],1906666,Thermoplasmata archaeon,Archaea
DAC73193,Archaeal Alba,105,tpg|DAC73193.1|,TPA: DNA-binding protein Alba [Thermoplasmata archaeon],1906666,Thermoplasmata archaeon,Archaea
NJK77550,Archaeal Alba,138,gb|NJK77550.1|,DNA-binding protein [Nanoarchaeota archaeon],2026764,Nanoarchaeota archaeon,Archaea
NLD65086,Archaeal Alba,96,gb|NLD65086.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
NLE04974,Archaeal Alba,94,gb|NLE04974.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
NLE05823,Archaeal Alba,103,gb|NLE05823.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
NLE06213,Archaeal Alba,80,gb|NLE06213.1|,RNA-binding protein [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
NLF89175,Archaeal Alba,233,gb|NLF89175.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
NLF89698,Archaeal Alba,96,gb|NLF89698.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
MBT0159800,Archaeal Alba,97,gb|MBT0159800.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon A05DMB-2],2709783,Candidatus Bathyarchaeota archaeon A05DMB-2,Archaea
HGP35961,Archaeal Alba,96,tpg|HGP35961.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
KON33226,Archaeal Alba,96,gb|KON33226.1|,hypothetical protein AC479_05375 [miscellaneous Crenarchaeota group-6 archaeon AD8-1],1685126,miscellaneous Crenarchaeota group-6 archaeon AD8-1,Archaea
HFT98023,Archaeal Alba,95,tpg|HFT98023.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
KON31722,Archaeal Alba,95,gb|KON31722.1|,hypothetical protein AC478_02375 [miscellaneous Crenarchaeota group-1 archaeon SG8-32-3],1685125,miscellaneous Crenarchaeota group-1 archaeon SG8-32-3,Archaea
MBN1244661,Archaeal Alba,95,gb|MBN1244661.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
NLD65127,Archaeal Alba,95,gb|NLD65127.1|,DNA-binding protein Alba [Crenarchaeota archaeon],2056631,Crenarchaeota archaeon,Archaea
TRO46380,Archaeal Alba,95,gb|TRO46380.1|,DNA-binding protein Alba [Candidatus Bathyarchaeota archaeon],2026714,Candidatus Bathyarchaeota archaeon,Archaea
